,panelist_id,home_state,home_state_county,city_name,postal_code,dfrw_cap_mean,gender,age,edu_level,ethnicity,is_hispanic,occupational_status,hh_income,hh_income_mid,hh_size
408,EMBUSA-2201005,FL,"('FL', 'Pasco')",New Castle,47362,17612.353431693606,FEMALE,39.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
409,EMBUSA-2203067,CO,"('CO', 'El Paso')",Lafayette,80026,8926.562590514704,MALE,29.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,6
410,EMBUSA-2203214,CA,"('CA', 'Los Angeles')",Lancaster,93535,12004.433528160202,FEMALE,62.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
411,EMBUSA-2203835,NC,"('NC', 'Guilford')",High Point,27265,18314.463402428657,FEMALE,57.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
412,EMBUSA-2204544,FL,"('FL', 'Seminole')",Sanford,32771,3397.6443,FEMALE,39.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
413,EMBUSA-2205321,OK,"('OK', 'Choctaw')",Hugo,74743,28424.913349672017,FEMALE,39.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
414,EMBUSA-2206520,FL,"('FL', 'Sarasota')",Sarasota,34231,10032.633,MALE,59.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
415,EMBUSA-2206862,HI,"('HI', 'Honolulu')",Waianae,96792,7411.466000000001,FEMALE,40.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
416,EMBUSA-2207757,MO,"('MO', 'Platte')",Kansas City,64154,6347.374040078586,FEMALE,37.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,7
417,EMBUSA-2208257,CA,"('CA', 'Tulare')",Porterville,93257,2091.257870138504,FEMALE,44.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,6
418,EMBUSA-2208361,MI,"('MI', 'Wayne')",Southgate,48195,7372.644359839732,MALE,46.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
419,EMBUSA-2208544,MI,"('MI', 'Kalamazoo')",Galesburg,49053,8543.21554451326,MALE,25.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
420,EMBUSA-2210292,WI,"('WI', 'Wood')",Marshfield,54449,712.0800807039598,MALE,43.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
421,EMBUSA-2210869,FL,"('FL', 'Charlotte')",Sarasota,34240,3172.3152000000005,FEMALE,63.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
422,EMBUSA-2212846,GA,"('GA', 'Newton')",Covington,30014,41796.40867688472,FEMALE,50.0,Postgraduate Education,Decline to answer,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
423,EMBUSA-2212901,NC,"('NC', 'Mecklenburg')",Charlotte,28216,27251.416351288055,FEMALE,55.0,University/College,Decline to answer,Decline to answer,Full-time work,"$25,000 - $49,999 USD",37500,2
424,EMBUSA-2212936,MA,"('MA', 'Middlesex')",Wakefield,01880,3343.0279999999984,FEMALE,43.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
425,EMBUSA-2213090,MO,"('MO', 'Webster')",Lebanon,65536,28763.09288837209,FEMALE,25.0,High School,White,Decline to answer,Full-time work,"$0 - $14,999 USD",7500,2
426,EMBUSA-2213450,CT,"('CT', 'New Haven')",Meriden,06451,3543.5375711730144,FEMALE,37.0,High School,White,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,2
427,EMBUSA-2213975,MI,"('MI', 'Macomb')",St. Clair Shores,48080,7864.810383324454,FEMALE,23.0,High School,Mixed racial background,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
428,EMBUSA-2215787,WI,"('WI', 'Sauk')",Baraboo,53913,15257.595999999996,FEMALE,40.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
429,EMBUSA-2217524,SC,"('SC', 'Darlington')",Hartsville,29550,852.2692522771534,FEMALE,28.0,High School,Mixed racial background,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
430,EMBUSA-2218419,WI,"('WI', 'Kenosha')",Crivitz,54114,21651.228999999992,MALE,41.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
431,EMBUSA-2218874,NY,"('NY', 'Schenectady')",Schenectady,12308,16667.055524974516,FEMALE,25.0,High School,Other race,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
432,EMBUSA-2219434,WI,"('WI', 'Manitowoc')",Sheboygan,53081,4143.945323337857,FEMALE,28.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
433,EMBUSA-2219611,VA,"('VA', 'Chesapeake city')",Chesapeake,23322,10099.205,MALE,42.0,High School,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
434,EMBUSA-2220365,TX,"('TX', 'Bexar')",San Antonio,78245,2101.4314981467182,FEMALE,48.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
435,EMBUSA-2224648,TX,"('TX', 'Harris')",Crosby,77532,32009.006855309217,MALE,41.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,3
436,EMBUSA-2225546,KS,"('KS', 'Johnson')",Shawnee,66226,15190.10363419931,MALE,31.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
437,EMBUSA-2230438,FL,"('FL', 'Orange')",Orlando,32820,71451.57647065022,FEMALE,65.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,2
438,EMBUSA-2230765,FL,"('FL', 'Orange')",Orlando,32817,20356.65297967086,FEMALE,32.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
439,EMBUSA-2230960,CA,"('CA', 'Kern')",Buttonwillow,93206,18689.005532131276,FEMALE,37.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
440,EMBUSA-2231442,OK,"('OK', 'Cleveland')",Norman,73071,17416.137863391566,MALE,30.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,6
441,EMBUSA-2231679,GA,"('GA', 'Fulton')",,30349,11055.901306461337,FEMALE,42.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
442,EMBUSA-2232448,PA,"('PA', 'Allegheny')",West Homestead,15120,9668.552345007032,MALE,42.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
443,EMBUSA-2233700,NV,"('NV', 'Clark')",North Las Vegas,89032,8163.775169193154,FEMALE,31.0,High School,White,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,5
444,EMBUSA-2234106,IN,"('IN', 'Johnson')",Greenwood,46142,5730.495900561056,FEMALE,28.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
445,EMBUSA-2234680,CA,"('CA', 'Contra Costa')",Pacific Grove,93950,3043.5192729288215,MALE,31.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$150,000 - $199,999 USD",175000,4
446,EMBUSA-2234707,MA,"('MA', 'Essex')",Weymouth,02189,28119.774887319887,MALE,50.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
447,EMBUSA-2235224,FL,"('FL', 'Pasco')",Lakeland,33811,47345.15826499208,MALE,26.0,Postgraduate Education,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
448,EMBUSA-2235869,OH,"('OH', 'Montgomery')",Dayton,45440,30673.955535875535,MALE,59.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
449,EMBUSA-2236672,AZ,"('AZ', 'Yavapai')",Chino Valley,86323,42143.895501495506,MALE,35.0,High School,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
450,EMBUSA-2236830,CA,"('CA', 'Butte')",Oroville,95965,2826.9339162589927,FEMALE,63.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,1
451,EMBUSA-2237446,WI,"('WI', 'Milwaukee')",Cudahy,53110,8419.344202714932,FEMALE,60.0,High School,White,Decline to answer,Full-time work,"$25,000 - $49,999 USD",37500,4
452,EMBUSA-2237505,CA,"('CA', 'Santa Clara')",San Jose,95131,3037.1701017566766,MALE,27.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
453,EMBUSA-2238140,TX,"('TX', 'Ellis')",Midlothian,76065,12534.373531760435,FEMALE,47.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
454,EMBUSA-2238155,MI,"('MI', 'Oakland')",Madison Heights,48071,14111.532278447687,MALE,53.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
455,EMBUSA-2238188,PA,"('PA', 'Butler')",Fenelton,16034,20278.843204697157,MALE,42.0,High School,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
456,EMBUSA-2239478,NV,"('NV', 'Clark')",Henderson,89052,15051.073999999995,MALE,37.0,University/College,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
457,EMBUSA-2239842,CA,"('CA', 'Orange')",El Monte,91731,20112.55528490815,MALE,40.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
458,EMBUSA-2240775,IA,"('IA', 'Dallas')",Waukee,50263,609.3195999999999,FEMALE,29.0,None completed,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
459,EMBUSA-2241072,IA,"('IA', 'Delaware')",Hopkinton,52237,20555.255639736344,FEMALE,36.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
460,EMBUSA-2241375,MI,"('MI', 'Oakland')",Waterford Township,48328,3160.881943721622,FEMALE,33.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
461,EMBUSA-2241766,IA,"('IA', 'Linn')",Cedar Rapids,52402,6041.9398797533395,FEMALE,30.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
462,EMBUSA-2243334,CT,"('CT', 'New Haven')",New Haven,06511,6667.048699785408,FEMALE,22.0,High School,White,Decline to answer,Full-time work,"$25,000 - $49,999 USD",37500,2
463,EMBUSA-2244054,KS,"('KS', 'Butler')",El Dorado,67042,2371.733758337349,MALE,30.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
464,EMBUSA-2244246,FL,"('FL', 'Lake')",Clermont,34715,1941.4729834596828,FEMALE,50.0,None completed,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
465,EMBUSA-2244687,FL,"('FL', 'Orange')",Orlando,32812,22386.71487005962,MALE,39.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
466,EMBUSA-2245519,NY,"('NY', 'New York City')",,10460,9934.131549127223,FEMALE,36.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
467,EMBUSA-2245741,WV,"('WV', 'Marion')",,,12189.99693398533,FEMALE,64.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,6
468,EMBUSA-2246850,WA,"('WA', 'Kitsap')",Bremerton,98310,11658.430011604938,MALE,33.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,6
469,EMBUSA-2246970,CA,"('CA', 'San Diego')",National City,91950,14071.352617751634,MALE,60.0,High School,White,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
470,EMBUSA-2247265,CT,"('CT', 'Hartford')",,,15745.008,MALE,33.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
471,EMBUSA-2247445,WV,"('WV', 'Harrison')",Clarksburg,26301,2453.9444715839845,MALE,23.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,1
472,EMBUSA-2247998,OK,"('OK', 'Creek')",Sapulpa,74066,27156.282013056836,FEMALE,60.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
473,EMBUSA-2249980,MO,"('MO', 'Buchanan')",Saint Joseph,64506,24781.46511180651,FEMALE,52.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
474,EMBUSA-2251184,TX,"('TX', 'Comal')",New Braunfels,78130,3092.602299999999,MALE,49.0,High School,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,3
475,EMBUSA-2252349,TX,"('TX', 'Denton')",Denton,76208,24525.0536969086,MALE,43.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
476,EMBUSA-2252762,OR,"('OR', 'Multnomah')",Portland,97266,9613.04301682119,FEMALE,56.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
477,EMBUSA-2253889,NY,"('NY', 'Rockland')",Monsey,10952,7983.137700000001,MALE,29.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
478,EMBUSA-2254186,CA,"('CA', 'San Francisco')",San Francisco,94131,7127.64084421958,FEMALE,29.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
479,EMBUSA-2254595,FL,"('FL', 'Pasco')",Spring Hill,34610,7389.641124037809,FEMALE,38.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,5
480,EMBUSA-2255935,IN,"('IN', 'Marion')",Indianapolis,46237,269.00448204678366,MALE,30.0,High School,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
481,EMBUSA-2255999,CA,"('CA', 'San Diego')",San Diego,92131,10432.208071140234,FEMALE,29.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
482,EMBUSA-2256560,IL,"('IL', 'DuPage')",Downers Grove,60516,8992.696534335388,FEMALE,27.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
483,EMBUSA-2257028,FL,"('FL', 'Pasco')",New Port Richey,34655,37267.87741712707,MALE,40.0,High School,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,4
484,EMBUSA-2257774,IN,"('IN', 'Marion')",Indianapolis,46254,12686.364426399614,FEMALE,44.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
485,EMBUSA-2258003,RI,"('RI', 'Providence')",North Providence,02911,2574.357637003058,FEMALE,45.0,University/College,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
486,EMBUSA-2259223,OH,"('OH', 'Cuyahoga')",Cleveland,44128,6153.94466902751,FEMALE,31.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
487,EMBUSA-2259370,AZ,"('AZ', 'Pinal')",Saugus,01906,21066.707320125755,MALE,40.0,High School,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,5
488,EMBUSA-2259573,TX,"('TX', 'Lubbock')",Shelton,98584,12027.464168227762,MALE,28.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
489,EMBUSA-2260375,TX,"('TX', 'Harris')",Houston,77074,11297.983000000004,FEMALE,44.0,High School,Blanco,"No, sin origen hispánico",Full-time work,"$25,000 - $49,999 USD",37500,4
490,EMBUSA-2260609,OH,"('OH', 'Butler')",Hamilton,45011,5983.415999999998,FEMALE,41.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
491,EMBUSA-2261125,IL,"('IL', 'DuPage')",Glen Ellyn,60137,18279.495407202212,FEMALE,25.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
492,EMBUSA-2261157,GA,"('GA', 'Hall')",Flowery Branch,30542,50899.37482271763,FEMALE,37.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
493,EMBUSA-2262590,OR,"('OR', 'Washington')",Hillsboro,97124,2557.805471456,MALE,51.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
494,EMBUSA-2263022,IL,"('IL', 'Tazewell')",East Peoria,61611,8615.050109355068,FEMALE,18.0,Postgraduate Education,White,"Yes, of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,4
495,EMBUSA-2263516,CT,"('CT', 'Hartford')",Marlborough,06447,9012.24507679553,MALE,60.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,1
496,EMBUSA-2263689,FL,"('FL', 'Duval')",Ponte Vedra Beach,32082,16570.916345351045,MALE,33.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
497,EMBUSA-2264104,CA,"('CA', 'San Bernardino')",Upland,91786,2173.630773990878,FEMALE,31.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,5
498,EMBUSA-2264861,MI,"('MI', 'Wayne')",Detroit,48219,3649.0646551751597,FEMALE,30.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,4
499,EMBUSA-2265812,CA,"('CA', 'Orange')",La Habra,90631,30515.794999999995,FEMALE,44.0,High School,White,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
500,EMBUSA-2265977,WI,"('WI', 'Eau Claire')",Onalaska,54650,5258.013685992218,MALE,38.0,None completed,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,7
501,EMBUSA-2266453,OH,"('OH', 'Lake')",Mentor,44060,6410.018,MALE,25.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
502,EMBUSA-2267825,PA,"('PA', 'Allegheny')",Pittsburgh,15213,9112.677372743981,FEMALE,28.0,Postgraduate Education,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
503,EMBUSA-2268025,OK,"('OK', 'Tulsa')",Broken Arrow,74012,2313.9831999999997,FEMALE,51.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
504,EMBUSA-2268496,CO,"('CO', 'Boulder')",Lafayette,80026,5961.210841051271,FEMALE,43.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
505,EMBUSA-2270604,CT,"('CT', 'Middlesex')",Middletown,06457,2687.4173657613173,MALE,30.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
506,EMBUSA-2270855,AZ,"('AZ', 'Maricopa')",,,17624.45300000001,MALE,34.0,High School,Decline to answer,Decline to answer,Full-time work,"$50,000 - $79,999 USD",65000,3
507,EMBUSA-2272012,VA,"('VA', 'Portsmouth city')",Portsmouth,23704,18032.30586965035,MALE,50.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
508,EMBUSA-2272221,NV,"('NV', 'Lyon')",Carson City,89706,38397.13724277659,FEMALE,32.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
509,EMBUSA-2273184,IL,"('IL', 'Cook')",Burbank,,5754.563999999999,MALE,58.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
510,EMBUSA-2274663,IA,"('IA', 'Cedar')",Tipton,52772,14746.991000000004,FEMALE,45.0,High School,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,3
511,EMBUSA-2276301,MN,"('MN', 'Hennepin')",Columbia Heights,55421,5465.40938381579,MALE,44.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,4
512,EMBUSA-2276429,CA,"('CA', 'Tulare')",Pixley,93256,17790.266,FEMALE,34.0,University/College,Other race,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,5
513,EMBUSA-2276758,IL,"('IL', 'Cook')",Alsip,60803,3580.8176204833476,FEMALE,24.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
514,EMBUSA-2279762,WI,"('WI', 'Dane')",Sun Prairie,53590,13063.709999999995,FEMALE,30.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,4
515,EMBUSA-2281388,TX,"('TX', 'Bexar')",,,330.84702623170745,MALE,57.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
516,EMBUSA-2284933,KS,"('KS', 'Montgomery')",Coffeyville,67337,3151.761060371267,MALE,35.0,None completed,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
517,EMBUSA-2287041,IN,"('IN', 'Noble')",Goshen,46526,15522.348951940621,MALE,35.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
518,EMBUSA-2288562,CA,"('CA', 'Stanislaus')",Millbrae,94030,10617.419759427828,MALE,32.0,High School,White,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
519,EMBUSA-2289134,MI,"('MI', 'Gratiot')",Ithaca,48847,1472.1351,FEMALE,33.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
520,EMBUSA-2289424,OK,"('OK', 'Oklahoma')",Midwest City,73110,1569.4287000000002,MALE,51.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,6
521,EMBUSA-2289846,KS,"('KS', 'Allen')",Iola,66749,15517.872752654112,FEMALE,29.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
522,EMBUSA-2289943,IL,"('IL', 'Kane')",Aurora,60505,5003.116999999999,MALE,37.0,High School,White,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,6
523,EMBUSA-2289982,MO,"('MO', 'St. Louis city')",St. Louis,63107,3753.60946459271,FEMALE,49.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
524,EMBUSA-2291857,IN,"('IN', 'Marion')",Indianapolis,46222,4583.736103367876,FEMALE,30.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
525,EMBUSA-2292166,GA,"('GA', 'Clayton')",Jonesboro,30238,27890.25149873652,MALE,53.0,High School,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
526,EMBUSA-2292344,IN,"('IN', 'St. Joseph')",South Bend,46619,3207.5602575500943,FEMALE,31.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
527,EMBUSA-2292714,WI,"('WI', 'Winnebago')",Neenah,54956,10031.198935387178,MALE,30.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
528,EMBUSA-2293350,CT,"('CT', 'New London')",Griswold,06351,11420.296,FEMALE,33.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
529,EMBUSA-2294613,NC,"('NC', 'Pender')",Rocky Point,28457,19678.848369801082,FEMALE,51.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
530,EMBUSA-2295088,UT,"('UT', 'Salt Lake')",West Jordan,84084,9221.166958725424,FEMALE,37.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
531,EMBUSA-2295431,TN,"('TN', 'Sevier')",Sevierville,37876,35728.03623104632,MALE,30.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,1
532,EMBUSA-2297414,NC,"('NC', 'Lincoln')",Denver,28037,19755.264,MALE,41.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
533,EMBUSA-2298619,IN,"('IN', 'Allen')",Fort Wayne,46803,5179.225859154125,FEMALE,27.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,2
534,EMBUSA-2301882,AZ,"('AZ', 'Yavapai')",Prescott,86301,16307.731000000002,FEMALE,61.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
535,EMBUSA-2303787,WI,"('WI', 'Juneau')",Mauston,53948,1532.9128012721048,FEMALE,30.0,High School,Other race,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,2
536,EMBUSA-2303862,CT,"('CT', 'Hartford')",Bristol,06010,6455.1904,FEMALE,38.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,5
537,EMBUSA-2309651,OH,"('OH', 'Franklin')",Fairfield,45014,18707.23728384257,MALE,24.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
538,EMBUSA-2309663,TX,"('TX', 'Nueces')",San Antonio,78254,126545.97279463135,FEMALE,39.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
539,EMBUSA-2311030,CT,"('CT', 'Hartford')",Rocky Hill,06067,5173.901452915825,FEMALE,47.0,High School,White,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,1
540,EMBUSA-2311194,NE,"('NE', 'Lancaster')",Lincoln,68508,51613.436658893064,FEMALE,49.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,1
541,EMBUSA-2311369,MA,"('MA', 'Plymouth')",Brockton,02302,11927.701840276493,MALE,36.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
542,EMBUSA-2311846,NJ,"('NJ', 'Mercer')",Trenton,08691,7381.070568421215,FEMALE,30.0,University/College,White,"Yes, of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
543,EMBUSA-2313289,MD,"('MD', 'Baltimore')",Nottingham,21236,5259.378771774688,MALE,42.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,5
544,EMBUSA-2313310,TN,"('TN', 'Loudon')",Etowah,37331,20348.932257003064,FEMALE,26.0,High School,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
